7 179404
Pa Pb Da Db BDa BDb ES
15 260 1 0 0 1 23
17 260 1 1 0 0 23
18 260 1 1 0 0 22
16 260 1 0 0 1 22
17 260 1 0 0 1 21
19 260 1 1 0 0 21
20 260 1 1 0 0 20
18 260 1 0 0 1 20
19 260 1 0 0 1 19
21 260 1 1 0 0 19
22 260 1 1 0 0 18
20 260 1 0 0 1 18
21 260 1 0 0 1 17
23 260 1 1 0 0 17
24 260 1 1 0 0 16
22 260 1 0 0 1 16
23 260 1 0 0 1 15
25 260 1 1 0 0 15
26 260 1 1 0 0 14
24 260 1 0 0 1 14
25 260 1 0 0 1 13
27 260 1 1 0 0 13
28 260 1 1 0 0 12
26 260 1 0 0 1 12
27 260 1 0 0 1 11
29 260 1 1 0 0 11
30 260 1 1 0 0 10
28 260 1 0 0 1 10
29 260 1 0 0 1 9
31 260 1 1 0 0 9
32 260 1 1 0 0 8
30 260 1 0 0 1 8
31 260 1 0 0 1 7
33 260 1 1 0 0 7
34 260 1 1 0 0 6
32 260 1 0 0 1 6
33 260 1 0 0 1 5
35 260 1 1 0 0 5
36 260 1 1 0 0 4
34 260 1 0 0 1 4
35 260 1 0 0 1 3
37 260 1 1 0 0 3
38 260 1 1 0 0 2
36 260 1 0 0 1 2
37 260 1 0 0 1 1
39 260 1 1 0 0 1
40 260 1 1 0 0 0
38 260 1 0 0 1 0
38 259 1 0 0 1 1
40 259 1 1 0 0 1
40 258 1 1 0 0 2
38 258 1 0 0 1 2
38 257 1 0 0 1 3
40 257 1 1 0 0 3
40 256 1 1 0 0 4
38 256 1 0 0 1 4
38 255 1 0 0 1 5
40 255 1 1 0 0 5
40 254 1 1 0 0 6
38 254 1 0 0 1 6
38 253 1 0 0 1 7
40 253 1 1 0 0 7
40 252 1 1 0 0 8
38 252 1 0 0 1 8
38 251 1 0 0 1 9
40 251 1 1 0 0 9
40 250 1 1 0 0 10
38 250 1 0 0 1 10
38 249 1 0 0 1 11
40 249 1 1 0 0 11
40 248 1 1 0 0 12
38 248 1 0 0 1 12
38 247 1 0 0 1 13
40 247 1 1 0 0 13
40 246 1 1 0 0 14
38 246 1 0 0 1 14
38 245 1 0 0 1 15
40 245 1 1 0 0 15
40 244 1 1 0 0 16
38 244 1 0 0 1 16
38 243 1 0 0 1 17
40 243 1 1 0 0 17
40 242 1 1 0 0 18
38 242 1 0 0 1 18
38 241 1 0 0 1 19
40 241 1 1 0 0 19
40 240 1 1 0 0 20
38 240 1 0 0 1 20
38 239 1 0 0 1 21
40 239 1 1 0 0 21
40 238 1 1 0 0 22
38 238 1 0 0 1 22
38 237 1 0 0 1 23
40 237 1 1 0 0 23
40 236 1 1 0 0 24
38 236 1 0 0 1 24
38 235 1 0 0 1 25
40 235 1 1 0 0 25
40 234 1 1 0 0 26
38 234 1 0 0 1 26
38 233 1 0 0 1 27
40 233 1 1 0 0 27
40 232 1 1 0 0 28
38 232 1 0 0 1 28
38 231 1 0 0 1 29
40 231 1 1 0 0 29
40 230 1 1 0 0 30
38 230 1 0 0 1 30
38 229 1 0 0 1 31
40 229 1 1 0 0 31
40 228 1 1 0 0 32
38 228 1 0 0 1 32
38 227 1 0 0 1 33
40 227 1 1 0 0 33
40 226 1 1 0 0 34
38 226 1 0 0 1 34
38 225 1 0 0 1 35
40 225 1 1 0 0 35
40 223 0 1 1 0 35
38 223 0 0 1 1 35
38 222 0 0 1 1 36
40 222 0 1 1 0 36
40 224 0 1 1 0 34
38 224 0 0 1 1 34
40 225 0 1 1 0 33
38 225 0 0 1 1 33
40 226 0 1 1 0 32
38 226 0 0 1 1 32
40 227 0 1 1 0 31
38 227 0 0 1 1 31
40 228 0 1 1 0 30
38 228 0 0 1 1 30
40 229 0 1 1 0 29
38 229 0 0 1 1 29
40 230 0 1 1 0 28
38 230 0 0 1 1 28
40 231 0 1 1 0 27
38 231 0 0 1 1 27
40 232 0 1 1 0 26
38 232 0 0 1 1 26
40 233 0 1 1 0 25
38 233 0 0 1 1 25
40 234 0 1 1 0 24
38 234 0 0 1 1 24
40 235 0 1 1 0 23
38 235 0 0 1 1 23
40 236 0 1 1 0 22
38 236 0 0 1 1 22
40 237 0 1 1 0 21
38 237 0 0 1 1 21
40 238 0 1 1 0 20
38 238 0 0 1 1 20
40 239 0 1 1 0 19
38 239 0 0 1 1 19
40 240 0 1 1 0 18
38 240 0 0 1 1 18
40 241 0 1 1 0 17
38 241 0 0 1 1 17
40 242 0 1 1 0 16
38 242 0 0 1 1 16
40 243 0 1 1 0 15
38 243 0 0 1 1 15
40 244 0 1 1 0 14
38 244 0 0 1 1 14
40 245 0 1 1 0 13
38 245 0 0 1 1 13
40 246 0 1 1 0 12
38 246 0 0 1 1 12
40 247 0 1 1 0 11
38 247 0 0 1 1 11
40 248 0 1 1 0 10
38 248 0 0 1 1 10
40 249 0 1 1 0 9
38 249 0 0 1 1 9
40 250 0 1 1 0 8
38 250 0 0 1 1 8
40 251 0 1 1 0 7
38 251 0 0 1 1 7
40 252 0 1 1 0 6
38 252 0 0 1 1 6
40 253 0 1 1 0 5
38 253 0 0 1 1 5
40 254 0 1 1 0 4
38 254 0 0 1 1 4
40 255 0 1 1 0 3
38 255 0 0 1 1 3
40 256 0 1 1 0 2
38 256 0 0 1 1 2
40 257 0 1 1 0 1
38 257 0 0 1 1 1
40 258 0 1 1 0 0
38 258 0 0 1 1 0
41 225 1 1 0 0 34
39 225 1 0 0 1 34
39 223 0 0 1 1 34
41 223 0 1 1 0 34
41 222 0 1 1 0 35
39 222 0 0 1 1 35
41 224 0 1 1 0 33
39 224 0 0 1 1 33
39 226 1 0 0 1 33
41 226 1 1 0 0 33
42 226 1 1 0 0 32
40 226 1 0 0 1 32
40 225 1 0 0 1 33
42 225 1 1 0 0 33
42 223 0 1 1 0 33
40 223 0 0 1 1 33
40 222 0 0 1 1 34
42 222 0 1 1 0 34
42 224 0 1 1 0 32
40 224 0 0 1 1 32
42 225 0 1 1 0 31
40 225 0 0 1 1 31
39 225 0 0 1 1 32
41 225 0 1 1 0 32
41 227 1 1 0 0 32
39 227 1 0 0 1 32
40 227 1 0 0 1 31
42 227 1 1 0 0 31
43 227 1 1 0 0 30
41 227 1 0 0 1 30
41 226 1 0 0 1 31
43 226 1 1 0 0 31
43 225 1 1 0 0 32
41 225 1 0 0 1 32
41 223 0 0 1 1 32
43 223 0 1 1 0 32
43 222 0 1 1 0 33
41 222 0 0 1 1 33
43 224 0 1 1 0 31
41 224 0 0 1 1 31
43 225 0 1 1 0 30
41 225 0 0 1 1 30
43 226 0 1 1 0 29
41 226 0 0 1 1 29
40 226 0 0 1 1 30
42 226 0 1 1 0 30
41 226 0 1 1 0 31
39 226 0 0 1 1 31
39 228 1 0 0 1 31
41 228 1 1 0 0 31
42 228 1 1 0 0 30
40 228 1 0 0 1 30
41 228 1 0 0 1 29
43 228 1 1 0 0 29
44 228 1 1 0 0 28
42 228 1 0 0 1 28
42 227 1 0 0 1 29
44 227 1 1 0 0 29
44 226 1 1 0 0 30
42 226 1 0 0 1 30
42 225 1 0 0 1 31
44 225 1 1 0 0 31
44 223 0 1 1 0 31
42 223 0 0 1 1 31
42 222 0 0 1 1 32
44 222 0 1 1 0 32
44 224 0 1 1 0 30
42 224 0 0 1 1 30
44 225 0 1 1 0 29
42 225 0 0 1 1 29
44 226 0 1 1 0 28
42 226 0 0 1 1 28
44 227 0 1 1 0 27
42 227 0 0 1 1 27
41 227 0 0 1 1 28
43 227 0 1 1 0 28
42 227 0 1 1 0 29
40 227 0 0 1 1 29
39 227 0 0 1 1 30
41 227 0 1 1 0 30
41 229 1 1 0 0 30
39 229 1 0 0 1 30
40 229 1 0 0 1 29
42 229 1 1 0 0 29
43 229 1 1 0 0 28
41 229 1 0 0 1 28
42 229 1 0 0 1 27
44 229 1 1 0 0 27
45 229 1 1 0 0 26
43 229 1 0 0 1 26
43 228 1 0 0 1 27
45 228 1 1 0 0 27
45 227 1 1 0 0 28
43 227 1 0 0 1 28
43 226 1 0 0 1 29
45 226 1 1 0 0 29
45 225 1 1 0 0 30
43 225 1 0 0 1 30
43 223 0 0 1 1 30
45 223 0 1 1 0 30
45 222 0 1 1 0 31
43 222 0 0 1 1 31
45 224 0 1 1 0 29
43 224 0 0 1 1 29
45 225 0 1 1 0 28
43 225 0 0 1 1 28
45 226 0 1 1 0 27
43 226 0 0 1 1 27
45 227 0 1 1 0 26
43 227 0 0 1 1 26
45 228 0 1 1 0 25
43 228 0 0 1 1 25
42 228 0 0 1 1 26
44 228 0 1 1 0 26
43 228 0 1 1 0 27
41 228 0 0 1 1 27
40 228 0 0 1 1 28
42 228 0 1 1 0 28
41 228 0 1 1 0 29
39 228 0 0 1 1 29
39 230 1 0 0 1 29
41 230 1 1 0 0 29
42 230 1 1 0 0 28
40 230 1 0 0 1 28
41 230 1 0 0 1 27
43 230 1 1 0 0 27
44 230 1 1 0 0 26
42 230 1 0 0 1 26
43 230 1 0 0 1 25
45 230 1 1 0 0 25
46 230 1 1 0 0 24
44 230 1 0 0 1 24
44 229 1 0 0 1 25
46 229 1 1 0 0 25
46 228 1 1 0 0 26
44 228 1 0 0 1 26
44 227 1 0 0 1 27
46 227 1 1 0 0 27
46 226 1 1 0 0 28
44 226 1 0 0 1 28
44 225 1 0 0 1 29
46 225 1 1 0 0 29
46 223 0 1 1 0 29
44 223 0 0 1 1 29
44 222 0 0 1 1 30
46 222 0 1 1 0 30
46 224 0 1 1 0 28
44 224 0 0 1 1 28
46 225 0 1 1 0 27
44 225 0 0 1 1 27
46 226 0 1 1 0 26
44 226 0 0 1 1 26
46 227 0 1 1 0 25
44 227 0 0 1 1 25
46 228 0 1 1 0 24
44 228 0 0 1 1 24
46 229 0 1 1 0 23
44 229 0 0 1 1 23
43 229 0 0 1 1 24
45 229 0 1 1 0 24
44 229 0 1 1 0 25
42 229 0 0 1 1 25
41 229 0 0 1 1 26
43 229 0 1 1 0 26
42 229 0 1 1 0 27
40 229 0 0 1 1 27
39 229 0 0 1 1 28
41 229 0 1 1 0 28
41 231 1 1 0 0 28
39 231 1 0 0 1 28
40 231 1 0 0 1 27
42 231 1 1 0 0 27
43 231 1 1 0 0 26
41 231 1 0 0 1 26
42 231 1 0 0 1 25
44 231 1 1 0 0 25
45 231 1 1 0 0 24
43 231 1 0 0 1 24
44 231 1 0 0 1 23
46 231 1 1 0 0 23
47 231 1 1 0 0 22
45 231 1 0 0 1 22
45 230 1 0 0 1 23
47 230 1 1 0 0 23
47 229 1 1 0 0 24
45 229 1 0 0 1 24
45 228 1 0 0 1 25
47 228 1 1 0 0 25
47 227 1 1 0 0 26
45 227 1 0 0 1 26
45 226 1 0 0 1 27
47 226 1 1 0 0 27
47 225 1 1 0 0 28
45 225 1 0 0 1 28
45 223 0 0 1 1 28
47 223 0 1 1 0 28
47 222 0 1 1 0 29
45 222 0 0 1 1 29
47 224 0 1 1 0 27
45 224 0 0 1 1 27
47 225 0 1 1 0 26
45 225 0 0 1 1 26
47 226 0 1 1 0 25
45 226 0 0 1 1 25
47 227 0 1 1 0 24
45 227 0 0 1 1 24
47 228 0 1 1 0 23
45 228 0 0 1 1 23
47 229 0 1 1 0 22
45 229 0 0 1 1 22
47 230 0 1 1 0 21
45 230 0 0 1 1 21
44 230 0 0 1 1 22
46 230 0 1 1 0 22
45 230 0 1 1 0 23
43 230 0 0 1 1 23
42 230 0 0 1 1 24
44 230 0 1 1 0 24
43 230 0 1 1 0 25
41 230 0 0 1 1 25
40 230 0 0 1 1 26
42 230 0 1 1 0 26
41 230 0 1 1 0 27
39 230 0 0 1 1 27
39 232 1 0 0 1 27
41 232 1 1 0 0 27
42 232 1 1 0 0 26
40 232 1 0 0 1 26
41 232 1 0 0 1 25
43 232 1 1 0 0 25
44 232 1 1 0 0 24
42 232 1 0 0 1 24
43 232 1 0 0 1 23
45 232 1 1 0 0 23
46 232 1 1 0 0 22
44 232 1 0 0 1 22
45 232 1 0 0 1 21
47 232 1 1 0 0 21
48 232 1 1 0 0 20
46 232 1 0 0 1 20
46 231 1 0 0 1 21
48 231 1 1 0 0 21
48 230 1 1 0 0 22
46 230 1 0 0 1 22
46 229 1 0 0 1 23
48 229 1 1 0 0 23
48 228 1 1 0 0 24
46 228 1 0 0 1 24
46 227 1 0 0 1 25
48 227 1 1 0 0 25
48 226 1 1 0 0 26
46 226 1 0 0 1 26
46 225 1 0 0 1 27
48 225 1 1 0 0 27
48 223 0 1 1 0 27
46 223 0 0 1 1 27
46 222 0 0 1 1 28
48 222 0 1 1 0 28
48 224 0 1 1 0 26
46 224 0 0 1 1 26
48 225 0 1 1 0 25
46 225 0 0 1 1 25
48 226 0 1 1 0 24
46 226 0 0 1 1 24
48 227 0 1 1 0 23
46 227 0 0 1 1 23
48 228 0 1 1 0 22
46 228 0 0 1 1 22
48 229 0 1 1 0 21
46 229 0 0 1 1 21
48 230 0 1 1 0 20
46 230 0 0 1 1 20
48 231 0 1 1 0 19
46 231 0 0 1 1 19
45 231 0 0 1 1 20
47 231 0 1 1 0 20
46 231 0 1 1 0 21
44 231 0 0 1 1 21
43 231 0 0 1 1 22
45 231 0 1 1 0 22
44 231 0 1 1 0 23
42 231 0 0 1 1 23
41 231 0 0 1 1 24
43 231 0 1 1 0 24
42 231 0 1 1 0 25
40 231 0 0 1 1 25
39 231 0 0 1 1 26
41 231 0 1 1 0 26
41 233 1 1 0 0 26
39 233 1 0 0 1 26
40 233 1 0 0 1 25
42 233 1 1 0 0 25
43 233 1 1 0 0 24
41 233 1 0 0 1 24
42 233 1 0 0 1 23
44 233 1 1 0 0 23
45 233 1 1 0 0 22
43 233 1 0 0 1 22
44 233 1 0 0 1 21
46 233 1 1 0 0 21
47 233 1 1 0 0 20
45 233 1 0 0 1 20
46 233 1 0 0 1 19
48 233 1 1 0 0 19
49 233 1 1 0 0 18
47 233 1 0 0 1 18
47 232 1 0 0 1 19
49 232 1 1 0 0 19
49 231 1 1 0 0 20
47 231 1 0 0 1 20
47 230 1 0 0 1 21
49 230 1 1 0 0 21
49 229 1 1 0 0 22
47 229 1 0 0 1 22
47 228 1 0 0 1 23
49 228 1 1 0 0 23
49 227 1 1 0 0 24
47 227 1 0 0 1 24
47 226 1 0 0 1 25
49 226 1 1 0 0 25
49 225 1 1 0 0 26
47 225 1 0 0 1 26
47 223 0 0 1 1 26
49 223 0 1 1 0 26
49 222 0 1 1 0 27
47 222 0 0 1 1 27
49 224 0 1 1 0 25
47 224 0 0 1 1 25
49 225 0 1 1 0 24
47 225 0 0 1 1 24
49 226 0 1 1 0 23
47 226 0 0 1 1 23
49 227 0 1 1 0 22
47 227 0 0 1 1 22
49 228 0 1 1 0 21
47 228 0 0 1 1 21
49 229 0 1 1 0 20
47 229 0 0 1 1 20
49 230 0 1 1 0 19
47 230 0 0 1 1 19
49 231 0 1 1 0 18
47 231 0 0 1 1 18
49 232 0 1 1 0 17
47 232 0 0 1 1 17
46 232 0 0 1 1 18
48 232 0 1 1 0 18
47 232 0 1 1 0 19
45 232 0 0 1 1 19
44 232 0 0 1 1 20
46 232 0 1 1 0 20
45 232 0 1 1 0 21
43 232 0 0 1 1 21
42 232 0 0 1 1 22
44 232 0 1 1 0 22
43 232 0 1 1 0 23
41 232 0 0 1 1 23
40 232 0 0 1 1 24
42 232 0 1 1 0 24
41 232 0 1 1 0 25
39 232 0 0 1 1 25
39 234 1 0 0 1 25
41 234 1 1 0 0 25
42 234 1 1 0 0 24
40 234 1 0 0 1 24
41 234 1 0 0 1 23
43 234 1 1 0 0 23
44 234 1 1 0 0 22
42 234 1 0 0 1 22
43 234 1 0 0 1 21
45 234 1 1 0 0 21
46 234 1 1 0 0 20
44 234 1 0 0 1 20
45 234 1 0 0 1 19
47 234 1 1 0 0 19
48 234 1 1 0 0 18
46 234 1 0 0 1 18
47 234 1 0 0 1 17
49 234 1 1 0 0 17
50 234 1 1 0 0 16
48 234 1 0 0 1 16
48 233 1 0 0 1 17
50 233 1 1 0 0 17
50 232 1 1 0 0 18
48 232 1 0 0 1 18
48 231 1 0 0 1 19
50 231 1 1 0 0 19
50 230 1 1 0 0 20
48 230 1 0 0 1 20
48 229 1 0 0 1 21
50 229 1 1 0 0 21
50 228 1 1 0 0 22
48 228 1 0 0 1 22
48 227 1 0 0 1 23
50 227 1 1 0 0 23
50 226 1 1 0 0 24
48 226 1 0 0 1 24
48 225 1 0 0 1 25
50 225 1 1 0 0 25
50 223 0 1 1 0 25
48 223 0 0 1 1 25
48 222 0 0 1 1 26
50 222 0 1 1 0 26
50 224 0 1 1 0 24
48 224 0 0 1 1 24
50 225 0 1 1 0 23
48 225 0 0 1 1 23
50 226 0 1 1 0 22
48 226 0 0 1 1 22
50 227 0 1 1 0 21
48 227 0 0 1 1 21
50 228 0 1 1 0 20
48 228 0 0 1 1 20
50 229 0 1 1 0 19
48 229 0 0 1 1 19
50 230 0 1 1 0 18
48 230 0 0 1 1 18
50 231 0 1 1 0 17
48 231 0 0 1 1 17
50 232 0 1 1 0 16
48 232 0 0 1 1 16
50 233 0 1 1 0 15
48 233 0 0 1 1 15
47 233 0 0 1 1 16
49 233 0 1 1 0 16
48 233 0 1 1 0 17
46 233 0 0 1 1 17
45 233 0 0 1 1 18
47 233 0 1 1 0 18
46 233 0 1 1 0 19
44 233 0 0 1 1 19
43 233 0 0 1 1 20
45 233 0 1 1 0 20
44 233 0 1 1 0 21
42 233 0 0 1 1 21
41 233 0 0 1 1 22
43 233 0 1 1 0 22
42 233 0 1 1 0 23
40 233 0 0 1 1 23
39 233 0 0 1 1 24
41 233 0 1 1 0 24
41 235 1 1 0 0 24
39 235 1 0 0 1 24
40 235 1 0 0 1 23
42 235 1 1 0 0 23
43 235 1 1 0 0 22
41 235 1 0 0 1 22
42 235 1 0 0 1 21
44 235 1 1 0 0 21
45 235 1 1 0 0 20
43 235 1 0 0 1 20
44 235 1 0 0 1 19
46 235 1 1 0 0 19
47 235 1 1 0 0 18
45 235 1 0 0 1 18
46 235 1 0 0 1 17
48 235 1 1 0 0 17
49 235 1 1 0 0 16
47 235 1 0 0 1 16
48 235 1 0 0 1 15
50 235 1 1 0 0 15
51 235 1 1 0 0 14
49 235 1 0 0 1 14
49 234 1 0 0 1 15
51 234 1 1 0 0 15
51 233 1 1 0 0 16
49 233 1 0 0 1 16
49 232 1 0 0 1 17
51 232 1 1 0 0 17
51 231 1 1 0 0 18
49 231 1 0 0 1 18
49 230 1 0 0 1 19
51 230 1 1 0 0 19
51 229 1 1 0 0 20
49 229 1 0 0 1 20
49 228 1 0 0 1 21
51 228 1 1 0 0 21
51 227 1 1 0 0 22
49 227 1 0 0 1 22
49 226 1 0 0 1 23
51 226 1 1 0 0 23
51 225 1 1 0 0 24
49 225 1 0 0 1 24
49 223 0 0 1 1 24
51 223 0 1 1 0 24
51 222 0 1 1 0 25
49 222 0 0 1 1 25
51 224 0 1 1 0 23
49 224 0 0 1 1 23
51 225 0 1 1 0 22
49 225 0 0 1 1 22
51 226 0 1 1 0 21
49 226 0 0 1 1 21
51 227 0 1 1 0 20
49 227 0 0 1 1 20
51 228 0 1 1 0 19
49 228 0 0 1 1 19
51 229 0 1 1 0 18
49 229 0 0 1 1 18
51 230 0 1 1 0 17
49 230 0 0 1 1 17
51 231 0 1 1 0 16
49 231 0 0 1 1 16
51 232 0 1 1 0 15
49 232 0 0 1 1 15
51 233 0 1 1 0 14
49 233 0 0 1 1 14
51 234 0 1 1 0 13
49 234 0 0 1 1 13
48 234 0 0 1 1 14
50 234 0 1 1 0 14
49 234 0 1 1 0 15
47 234 0 0 1 1 15
46 234 0 0 1 1 16
48 234 0 1 1 0 16
47 234 0 1 1 0 17
45 234 0 0 1 1 17
44 234 0 0 1 1 18
46 234 0 1 1 0 18
45 234 0 1 1 0 19
43 234 0 0 1 1 19
42 234 0 0 1 1 20
44 234 0 1 1 0 20
43 234 0 1 1 0 21
41 234 0 0 1 1 21
40 234 0 0 1 1 22
42 234 0 1 1 0 22
41 234 0 1 1 0 23
39 234 0 0 1 1 23
39 236 1 0 0 1 23
41 236 1 1 0 0 23
42 236 1 1 0 0 22
40 236 1 0 0 1 22
41 236 1 0 0 1 21
43 236 1 1 0 0 21
44 236 1 1 0 0 20
42 236 1 0 0 1 20
43 236 1 0 0 1 19
45 236 1 1 0 0 19
46 236 1 1 0 0 18
44 236 1 0 0 1 18
45 236 1 0 0 1 17
47 236 1 1 0 0 17
48 236 1 1 0 0 16
46 236 1 0 0 1 16
47 236 1 0 0 1 15
49 236 1 1 0 0 15
50 236 1 1 0 0 14
48 236 1 0 0 1 14
49 236 1 0 0 1 13
51 236 1 1 0 0 13
52 236 1 1 0 0 12
50 236 1 0 0 1 12
50 235 1 0 0 1 13
52 235 1 1 0 0 13
52 234 1 1 0 0 14
50 234 1 0 0 1 14
50 233 1 0 0 1 15
52 233 1 1 0 0 15
52 232 1 1 0 0 16
50 232 1 0 0 1 16
50 231 1 0 0 1 17
52 231 1 1 0 0 17
52 230 1 1 0 0 18
50 230 1 0 0 1 18
50 229 1 0 0 1 19
52 229 1 1 0 0 19
52 228 1 1 0 0 20
50 228 1 0 0 1 20
50 227 1 0 0 1 21
52 227 1 1 0 0 21
52 226 1 1 0 0 22
50 226 1 0 0 1 22
50 225 1 0 0 1 23
52 225 1 1 0 0 23
52 223 0 1 1 0 23
50 223 0 0 1 1 23
50 222 0 0 1 1 24
52 222 0 1 1 0 24
52 224 0 1 1 0 22
50 224 0 0 1 1 22
52 225 0 1 1 0 21
50 225 0 0 1 1 21
52 226 0 1 1 0 20
50 226 0 0 1 1 20
52 227 0 1 1 0 19
50 227 0 0 1 1 19
52 228 0 1 1 0 18
50 228 0 0 1 1 18
52 229 0 1 1 0 17
50 229 0 0 1 1 17
52 230 0 1 1 0 16
50 230 0 0 1 1 16
52 231 0 1 1 0 15
50 231 0 0 1 1 15
52 232 0 1 1 0 14
50 232 0 0 1 1 14
52 233 0 1 1 0 13
50 233 0 0 1 1 13
52 234 0 1 1 0 12
50 234 0 0 1 1 12
52 235 0 1 1 0 11
50 235 0 0 1 1 11
49 235 0 0 1 1 12
51 235 0 1 1 0 12
50 235 0 1 1 0 13
48 235 0 0 1 1 13
47 235 0 0 1 1 14
49 235 0 1 1 0 14
48 235 0 1 1 0 15
46 235 0 0 1 1 15
45 235 0 0 1 1 16
47 235 0 1 1 0 16
46 235 0 1 1 0 17
44 235 0 0 1 1 17
43 235 0 0 1 1 18
45 235 0 1 1 0 18
44 235 0 1 1 0 19
42 235 0 0 1 1 19
41 235 0 0 1 1 20
43 235 0 1 1 0 20
42 235 0 1 1 0 21
40 235 0 0 1 1 21
39 235 0 0 1 1 22
41 235 0 1 1 0 22
41 237 1 1 0 0 22
39 237 1 0 0 1 22
40 237 1 0 0 1 21
42 237 1 1 0 0 21
43 237 1 1 0 0 20
41 237 1 0 0 1 20
42 237 1 0 0 1 19
44 237 1 1 0 0 19
45 237 1 1 0 0 18
43 237 1 0 0 1 18
44 237 1 0 0 1 17
46 237 1 1 0 0 17
47 237 1 1 0 0 16
45 237 1 0 0 1 16
46 237 1 0 0 1 15
48 237 1 1 0 0 15
49 237 1 1 0 0 14
47 237 1 0 0 1 14
48 237 1 0 0 1 13
50 237 1 1 0 0 13
51 237 1 1 0 0 12
49 237 1 0 0 1 12
50 237 1 0 0 1 11
52 237 1 1 0 0 11
53 237 1 1 0 0 10
51 237 1 0 0 1 10
51 236 1 0 0 1 11
53 236 1 1 0 0 11
53 235 1 1 0 0 12
51 235 1 0 0 1 12
51 234 1 0 0 1 13
53 234 1 1 0 0 13
53 233 1 1 0 0 14
51 233 1 0 0 1 14
51 232 1 0 0 1 15
53 232 1 1 0 0 15
53 231 1 1 0 0 16
51 231 1 0 0 1 16
51 230 1 0 0 1 17
53 230 1 1 0 0 17
53 229 1 1 0 0 18
51 229 1 0 0 1 18
51 228 1 0 0 1 19
53 228 1 1 0 0 19
53 227 1 1 0 0 20
51 227 1 0 0 1 20
51 226 1 0 0 1 21
53 226 1 1 0 0 21
53 225 1 1 0 0 22
51 225 1 0 0 1 22
51 223 0 0 1 1 22
53 223 0 1 1 0 22
53 222 0 1 1 0 23
51 222 0 0 1 1 23
53 224 0 1 1 0 21
51 224 0 0 1 1 21
53 225 0 1 1 0 20
51 225 0 0 1 1 20
53 226 0 1 1 0 19
51 226 0 0 1 1 19
53 227 0 1 1 0 18
51 227 0 0 1 1 18
53 228 0 1 1 0 17
51 228 0 0 1 1 17
53 229 0 1 1 0 16
51 229 0 0 1 1 16
53 230 0 1 1 0 15
51 230 0 0 1 1 15
53 231 0 1 1 0 14
51 231 0 0 1 1 14
53 232 0 1 1 0 13
51 232 0 0 1 1 13
53 233 0 1 1 0 12
51 233 0 0 1 1 12
53 234 0 1 1 0 11
51 234 0 0 1 1 11
53 235 0 1 1 0 10
51 235 0 0 1 1 10
53 236 0 1 1 0 9
51 236 0 0 1 1 9
50 236 0 0 1 1 10
52 236 0 1 1 0 10
51 236 0 1 1 0 11
49 236 0 0 1 1 11
48 236 0 0 1 1 12
50 236 0 1 1 0 12
49 236 0 1 1 0 13
47 236 0 0 1 1 13
46 236 0 0 1 1 14
48 236 0 1 1 0 14
47 236 0 1 1 0 15
45 236 0 0 1 1 15
44 236 0 0 1 1 16
46 236 0 1 1 0 16
45 236 0 1 1 0 17
43 236 0 0 1 1 17
42 236 0 0 1 1 18
44 236 0 1 1 0 18
43 236 0 1 1 0 19
41 236 0 0 1 1 19
40 236 0 0 1 1 20
42 236 0 1 1 0 20
41 236 0 1 1 0 21
39 236 0 0 1 1 21
39 238 1 0 0 1 21
41 238 1 1 0 0 21
42 238 1 1 0 0 20
40 238 1 0 0 1 20
41 238 1 0 0 1 19
43 238 1 1 0 0 19
44 238 1 1 0 0 18
42 238 1 0 0 1 18
43 238 1 0 0 1 17
45 238 1 1 0 0 17
46 238 1 1 0 0 16
44 238 1 0 0 1 16
45 238 1 0 0 1 15
47 238 1 1 0 0 15
48 238 1 1 0 0 14
46 238 1 0 0 1 14
47 238 1 0 0 1 13
49 238 1 1 0 0 13
50 238 1 1 0 0 12
48 238 1 0 0 1 12
49 238 1 0 0 1 11
51 238 1 1 0 0 11
52 238 1 1 0 0 10
50 238 1 0 0 1 10
51 238 1 0 0 1 9
53 238 1 1 0 0 9
54 238 1 1 0 0 8
52 238 1 0 0 1 8
52 237 1 0 0 1 9
54 237 1 1 0 0 9
54 236 1 1 0 0 10
52 236 1 0 0 1 10
52 235 1 0 0 1 11
54 235 1 1 0 0 11
54 234 1 1 0 0 12
52 234 1 0 0 1 12
52 233 1 0 0 1 13
54 233 1 1 0 0 13
54 232 1 1 0 0 14
52 232 1 0 0 1 14
52 231 1 0 0 1 15
54 231 1 1 0 0 15
54 230 1 1 0 0 16
52 230 1 0 0 1 16
52 229 1 0 0 1 17
54 229 1 1 0 0 17
54 228 1 1 0 0 18
52 228 1 0 0 1 18
52 227 1 0 0 1 19
54 227 1 1 0 0 19
54 226 1 1 0 0 20
52 226 1 0 0 1 20
52 225 1 0 0 1 21
54 225 1 1 0 0 21
54 223 0 1 1 0 21
52 223 0 0 1 1 21
52 222 0 0 1 1 22
54 222 0 1 1 0 22
54 224 0 1 1 0 20
52 224 0 0 1 1 20
54 225 0 1 1 0 19
52 225 0 0 1 1 19
54 226 0 1 1 0 18
52 226 0 0 1 1 18
54 227 0 1 1 0 17
52 227 0 0 1 1 17
54 228 0 1 1 0 16
52 228 0 0 1 1 16
54 229 0 1 1 0 15
52 229 0 0 1 1 15
54 230 0 1 1 0 14
52 230 0 0 1 1 14
54 231 0 1 1 0 13
52 231 0 0 1 1 13
54 232 0 1 1 0 12
52 232 0 0 1 1 12
54 233 0 1 1 0 11
52 233 0 0 1 1 11
