7 179404
Pa Pb Da Db BDa BDb ES
24 74 0 1 1 0 200
23 74 0 1 1 0 201
21 74 0 0 1 1 201
20 74 0 0 1 1 202
22 74 0 1 1 0 202
21 74 0 1 1 0 203
19 74 0 0 1 1 203
18 74 0 0 1 1 204
20 74 0 1 1 0 204
19 74 0 1 1 0 205
17 74 0 0 1 1 205
16 74 0 0 1 1 206
18 74 0 1 1 0 206
17 74 0 1 1 0 207
15 74 0 0 1 1 207
14 74 0 0 1 1 208
16 74 0 1 1 0 208
15 74 0 1 1 0 209
13 74 0 0 1 1 209
12 74 0 0 1 1 210
14 74 0 1 1 0 210
13 74 0 1 1 0 211
11 74 0 0 1 1 211
10 74 0 0 1 1 212
12 74 0 1 1 0 212
11 74 0 1 1 0 213
9 74 0 0 1 1 213
8 74 0 0 1 1 214
10 74 0 1 1 0 214
9 74 0 1 1 0 215
7 74 0 0 1 1 215
6 74 0 0 1 1 216
8 74 0 1 1 0 216
7 74 0 1 1 0 217
5 74 0 0 1 1 217
4 74 0 0 1 1 218
6 74 0 1 1 0 218
5 74 0 1 1 0 219
3 74 0 0 1 1 219
2 74 0 0 1 1 220
4 74 0 1 1 0 220
4 76 1 1 0 0 220
2 76 1 0 0 1 220
3 76 1 0 0 1 219
5 76 1 1 0 0 219
6 76 1 1 0 0 218
4 76 1 0 0 1 218
5 76 1 0 0 1 217
7 76 1 1 0 0 217
8 76 1 1 0 0 216
6 76 1 0 0 1 216
7 76 1 0 0 1 215
9 76 1 1 0 0 215
10 76 1 1 0 0 214
8 76 1 0 0 1 214
9 76 1 0 0 1 213
11 76 1 1 0 0 213
12 76 1 1 0 0 212
10 76 1 0 0 1 212
11 76 1 0 0 1 211
13 76 1 1 0 0 211
14 76 1 1 0 0 210
12 76 1 0 0 1 210
13 76 1 0 0 1 209
15 76 1 1 0 0 209
16 76 1 1 0 0 208
14 76 1 0 0 1 208
15 76 1 0 0 1 207
17 76 1 1 0 0 207
18 76 1 1 0 0 206
16 76 1 0 0 1 206
17 76 1 0 0 1 205
19 76 1 1 0 0 205
20 76 1 1 0 0 204
18 76 1 0 0 1 204
19 76 1 0 0 1 203
21 76 1 1 0 0 203
22 76 1 1 0 0 202
20 76 1 0 0 1 202
21 76 1 0 0 1 201
23 76 1 1 0 0 201
24 76 1 1 0 0 200
22 76 1 0 0 1 200
23 76 1 0 0 1 199
25 76 1 1 0 0 199
26 76 1 1 0 0 198
24 76 1 0 0 1 198
25 76 1 0 0 1 197
27 76 1 1 0 0 197
28 76 1 1 0 0 196
26 76 1 0 0 1 196
27 76 1 0 0 1 195
29 76 1 1 0 0 195
30 76 1 1 0 0 194
28 76 1 0 0 1 194
29 76 1 0 0 1 193
31 76 1 1 0 0 193
32 76 1 1 0 0 192
30 76 1 0 0 1 192
31 76 1 0 0 1 191
33 76 1 1 0 0 191
34 76 1 1 0 0 190
32 76 1 0 0 1 190
33 76 1 0 0 1 189
35 76 1 1 0 0 189
36 76 1 1 0 0 188
34 76 1 0 0 1 188
35 76 1 0 0 1 187
37 76 1 1 0 0 187
38 76 1 1 0 0 186
36 76 1 0 0 1 186
37 76 1 0 0 1 185
39 76 1 1 0 0 185
40 76 1 1 0 0 184
38 76 1 0 0 1 184
39 76 1 0 0 1 183
41 76 1 1 0 0 183
42 76 1 1 0 0 182
40 76 1 0 0 1 182
41 76 1 0 0 1 181
43 76 1 1 0 0 181
44 76 1 1 0 0 180
42 76 1 0 0 1 180
43 76 1 0 0 1 179
45 76 1 1 0 0 179
46 76 1 1 0 0 178
44 76 1 0 0 1 178
45 76 1 0 0 1 177
47 76 1 1 0 0 177
48 76 1 1 0 0 176
46 76 1 0 0 1 176
47 76 1 0 0 1 175
49 76 1 1 0 0 175
50 76 1 1 0 0 174
48 76 1 0 0 1 174
49 76 1 0 0 1 173
51 76 1 1 0 0 173
52 76 1 1 0 0 172
50 76 1 0 0 1 172
51 76 1 0 0 1 171
53 76 1 1 0 0 171
54 76 1 1 0 0 170
52 76 1 0 0 1 170
53 76 1 0 0 1 169
55 76 1 1 0 0 169
56 76 1 1 0 0 168
54 76 1 0 0 1 168
55 76 1 0 0 1 167
57 76 1 1 0 0 167
58 76 1 1 0 0 166
56 76 1 0 0 1 166
57 76 1 0 0 1 165
59 76 1 1 0 0 165
60 76 1 1 0 0 164
58 76 1 0 0 1 164
59 76 1 0 0 1 163
61 76 1 1 0 0 163
62 76 1 1 0 0 162
60 76 1 0 0 1 162
61 76 1 0 0 1 161
63 76 1 1 0 0 161
64 76 1 1 0 0 160
62 76 1 0 0 1 160
63 76 1 0 0 1 159
65 76 1 1 0 0 159
66 76 1 1 0 0 158
64 76 1 0 0 1 158
65 76 1 0 0 1 157
67 76 1 1 0 0 157
68 76 1 1 0 0 156
66 76 1 0 0 1 156
67 76 1 0 0 1 155
69 76 1 1 0 0 155
70 76 1 1 0 0 154
68 76 1 0 0 1 154
69 76 1 0 0 1 153
71 76 1 1 0 0 153
72 76 1 1 0 0 152
70 76 1 0 0 1 152
71 76 1 0 0 1 151
73 76 1 1 0 0 151
74 76 1 1 0 0 150
72 76 1 0 0 1 150
73 76 1 0 0 1 149
75 76 1 1 0 0 149
76 76 1 1 0 0 148
74 76 1 0 0 1 148
75 76 1 0 0 1 147
77 76 1 1 0 0 147
78 76 1 1 0 0 146
76 76 1 0 0 1 146
76 75 1 0 0 1 147
78 75 1 1 0 0 147
78 74 1 1 0 0 148
76 74 1 0 0 1 148
76 73 1 0 0 1 149
78 73 1 1 0 0 149
78 72 1 1 0 0 150
76 72 1 0 0 1 150
76 71 1 0 0 1 151
78 71 1 1 0 0 151
78 70 1 1 0 0 152
76 70 1 0 0 1 152
76 69 1 0 0 1 153
78 69 1 1 0 0 153
78 68 1 1 0 0 154
76 68 1 0 0 1 154
76 67 1 0 0 1 155
78 67 1 1 0 0 155
78 66 1 1 0 0 156
76 66 1 0 0 1 156
76 65 1 0 0 1 157
78 65 1 1 0 0 157
78 64 1 1 0 0 158
76 64 1 0 0 1 158
76 63 1 0 0 1 159
78 63 1 1 0 0 159
78 62 1 1 0 0 160
76 62 1 0 0 1 160
76 61 1 0 0 1 161
78 61 1 1 0 0 161
78 60 1 1 0 0 162
76 60 1 0 0 1 162
76 59 1 0 0 1 163
78 59 1 1 0 0 163
78 58 1 1 0 0 164
76 58 1 0 0 1 164
76 57 1 0 0 1 165
78 57 1 1 0 0 165
78 56 1 1 0 0 166
76 56 1 0 0 1 166
76 55 1 0 0 1 167
78 55 1 1 0 0 167
78 54 1 1 0 0 168
76 54 1 0 0 1 168
76 53 1 0 0 1 169
78 53 1 1 0 0 169
78 52 1 1 0 0 170
76 52 1 0 0 1 170
76 51 1 0 0 1 171
78 51 1 1 0 0 171
78 50 1 1 0 0 172
76 50 1 0 0 1 172
76 49 1 0 0 1 173
78 49 1 1 0 0 173
78 48 1 1 0 0 174
76 48 1 0 0 1 174
76 47 1 0 0 1 175
78 47 1 1 0 0 175
78 46 1 1 0 0 176
76 46 1 0 0 1 176
76 45 1 0 0 1 177
78 45 1 1 0 0 177
78 44 1 1 0 0 178
76 44 1 0 0 1 178
76 43 1 0 0 1 179
78 43 1 1 0 0 179
78 42 1 1 0 0 180
76 42 1 0 0 1 180
76 41 1 0 0 1 181
78 41 1 1 0 0 181
78 40 1 1 0 0 182
76 40 1 0 0 1 182
76 39 1 0 0 1 183
78 39 1 1 0 0 183
78 38 1 1 0 0 184
76 38 1 0 0 1 184
76 37 1 0 0 1 185
78 37 1 1 0 0 185
78 36 1 1 0 0 186
76 36 1 0 0 1 186
76 35 1 0 0 1 187
78 35 1 1 0 0 187
78 34 1 1 0 0 188
76 34 1 0 0 1 188
76 33 1 0 0 1 189
78 33 1 1 0 0 189
78 32 1 1 0 0 190
76 32 1 0 0 1 190
76 31 1 0 0 1 191
78 31 1 1 0 0 191
78 30 1 1 0 0 192
76 30 1 0 0 1 192
76 29 1 0 0 1 193
78 29 1 1 0 0 193
78 28 1 1 0 0 194
76 28 1 0 0 1 194
76 27 1 0 0 1 195
78 27 1 1 0 0 195
78 26 1 1 0 0 196
76 26 1 0 0 1 196
76 25 1 0 0 1 197
78 25 1 1 0 0 197
78 24 1 1 0 0 198
76 24 1 0 0 1 198
76 23 1 0 0 1 199
78 23 1 1 0 0 199
78 22 1 1 0 0 200
76 22 1 0 0 1 200
76 21 1 0 0 1 201
78 21 1 1 0 0 201
78 20 1 1 0 0 202
76 20 1 0 0 1 202
76 19 1 0 0 1 203
78 19 1 1 0 0 203
78 18 1 1 0 0 204
76 18 1 0 0 1 204
76 17 1 0 0 1 205
78 17 1 1 0 0 205
78 16 1 1 0 0 206
76 16 1 0 0 1 206
76 15 1 0 0 1 207
78 15 1 1 0 0 207
78 14 1 1 0 0 208
76 14 1 0 0 1 208
76 13 1 0 0 1 209
78 13 1 1 0 0 209
78 12 1 1 0 0 210
76 12 1 0 0 1 210
76 11 1 0 0 1 211
78 11 1 1 0 0 211
78 10 1 1 0 0 212
76 10 1 0 0 1 212
76 9 1 0 0 1 213
78 9 1 1 0 0 213
78 8 1 1 0 0 214
76 8 1 0 0 1 214
76 7 1 0 0 1 215
78 7 1 1 0 0 215
78 6 1 1 0 0 216
76 6 1 0 0 1 216
76 5 1 0 0 1 217
78 5 1 1 0 0 217
78 4 1 1 0 0 218
76 4 1 0 0 1 218
76 3 1 0 0 1 219
78 3 1 1 0 0 219
78 2 1 1 0 0 220
76 2 1 0 0 1 220
76 0 0 0 1 1 220
78 0 0 1 1 0 220
78 1 0 1 1 0 219
76 1 0 0 1 1 219
78 2 0 1 1 0 218
76 2 0 0 1 1 218
78 3 0 1 1 0 217
76 3 0 0 1 1 217
78 4 0 1 1 0 216
76 4 0 0 1 1 216
78 5 0 1 1 0 215
76 5 0 0 1 1 215
78 6 0 1 1 0 214
76 6 0 0 1 1 214
78 7 0 1 1 0 213
76 7 0 0 1 1 213
78 8 0 1 1 0 212
76 8 0 0 1 1 212
78 9 0 1 1 0 211
76 9 0 0 1 1 211
78 10 0 1 1 0 210
76 10 0 0 1 1 210
78 11 0 1 1 0 209
76 11 0 0 1 1 209
78 12 0 1 1 0 208
76 12 0 0 1 1 208
78 13 0 1 1 0 207
76 13 0 0 1 1 207
78 14 0 1 1 0 206
76 14 0 0 1 1 206
78 15 0 1 1 0 205
76 15 0 0 1 1 205
78 16 0 1 1 0 204
76 16 0 0 1 1 204
78 17 0 1 1 0 203
76 17 0 0 1 1 203
78 18 0 1 1 0 202
76 18 0 0 1 1 202
78 19 0 1 1 0 201
76 19 0 0 1 1 201
78 20 0 1 1 0 200
76 20 0 0 1 1 200
78 21 0 1 1 0 199
76 21 0 0 1 1 199
78 22 0 1 1 0 198
76 22 0 0 1 1 198
78 23 0 1 1 0 197
76 23 0 0 1 1 197
78 24 0 1 1 0 196
76 24 0 0 1 1 196
78 25 0 1 1 0 195
76 25 0 0 1 1 195
78 26 0 1 1 0 194
76 26 0 0 1 1 194
78 27 0 1 1 0 193
76 27 0 0 1 1 193
78 28 0 1 1 0 192
76 28 0 0 1 1 192
78 29 0 1 1 0 191
76 29 0 0 1 1 191
78 30 0 1 1 0 190
76 30 0 0 1 1 190
78 31 0 1 1 0 189
76 31 0 0 1 1 189
78 32 0 1 1 0 188
76 32 0 0 1 1 188
78 33 0 1 1 0 187
76 33 0 0 1 1 187
78 34 0 1 1 0 186
76 34 0 0 1 1 186
78 35 0 1 1 0 185
76 35 0 0 1 1 185
78 36 0 1 1 0 184
76 36 0 0 1 1 184
78 37 0 1 1 0 183
76 37 0 0 1 1 183
78 38 0 1 1 0 182
76 38 0 0 1 1 182
78 39 0 1 1 0 181
76 39 0 0 1 1 181
78 40 0 1 1 0 180
76 40 0 0 1 1 180
78 41 0 1 1 0 179
76 41 0 0 1 1 179
78 42 0 1 1 0 178
76 42 0 0 1 1 178
78 43 0 1 1 0 177
76 43 0 0 1 1 177
78 44 0 1 1 0 176
76 44 0 0 1 1 176
78 45 0 1 1 0 175
76 45 0 0 1 1 175
78 46 0 1 1 0 174
76 46 0 0 1 1 174
78 47 0 1 1 0 173
76 47 0 0 1 1 173
78 48 0 1 1 0 172
76 48 0 0 1 1 172
78 49 0 1 1 0 171
76 49 0 0 1 1 171
78 50 0 1 1 0 170
76 50 0 0 1 1 170
78 51 0 1 1 0 169
76 51 0 0 1 1 169
78 52 0 1 1 0 168
76 52 0 0 1 1 168
78 53 0 1 1 0 167
76 53 0 0 1 1 167
78 54 0 1 1 0 166
76 54 0 0 1 1 166
78 55 0 1 1 0 165
76 55 0 0 1 1 165
78 56 0 1 1 0 164
76 56 0 0 1 1 164
78 57 0 1 1 0 163
76 57 0 0 1 1 163
78 58 0 1 1 0 162
76 58 0 0 1 1 162
78 59 0 1 1 0 161
76 59 0 0 1 1 161
78 60 0 1 1 0 160
76 60 0 0 1 1 160
78 61 0 1 1 0 159
76 61 0 0 1 1 159
78 62 0 1 1 0 158
76 62 0 0 1 1 158
78 63 0 1 1 0 157
76 63 0 0 1 1 157
78 64 0 1 1 0 156
76 64 0 0 1 1 156
78 65 0 1 1 0 155
76 65 0 0 1 1 155
78 66 0 1 1 0 154
76 66 0 0 1 1 154
78 67 0 1 1 0 153
76 67 0 0 1 1 153
78 68 0 1 1 0 152
76 68 0 0 1 1 152
78 69 0 1 1 0 151
76 69 0 0 1 1 151
78 70 0 1 1 0 150
76 70 0 0 1 1 150
78 71 0 1 1 0 149
76 71 0 0 1 1 149
78 72 0 1 1 0 148
76 72 0 0 1 1 148
78 73 0 1 1 0 147
76 73 0 0 1 1 147
78 74 0 1 1 0 146
76 74 0 0 1 1 146
78 75 0 1 1 0 145
76 75 0 0 1 1 145
75 75 0 0 1 1 146
77 75 0 1 1 0 146
76 75 0 1 1 0 147
74 75 0 0 1 1 147
73 75 0 0 1 1 148
75 75 0 1 1 0 148
74 75 0 1 1 0 149
72 75 0 0 1 1 149
71 75 0 0 1 1 150
73 75 0 1 1 0 150
72 75 0 1 1 0 151
70 75 0 0 1 1 151
69 75 0 0 1 1 152
71 75 0 1 1 0 152
70 75 0 1 1 0 153
68 75 0 0 1 1 153
67 75 0 0 1 1 154
69 75 0 1 1 0 154
68 75 0 1 1 0 155
66 75 0 0 1 1 155
65 75 0 0 1 1 156
67 75 0 1 1 0 156
66 75 0 1 1 0 157
64 75 0 0 1 1 157
63 75 0 0 1 1 158
65 75 0 1 1 0 158
64 75 0 1 1 0 159
62 75 0 0 1 1 159
61 75 0 0 1 1 160
63 75 0 1 1 0 160
62 75 0 1 1 0 161
60 75 0 0 1 1 161
59 75 0 0 1 1 162
61 75 0 1 1 0 162
60 75 0 1 1 0 163
58 75 0 0 1 1 163
57 75 0 0 1 1 164
59 75 0 1 1 0 164
58 75 0 1 1 0 165
56 75 0 0 1 1 165
55 75 0 0 1 1 166
57 75 0 1 1 0 166
56 75 0 1 1 0 167
54 75 0 0 1 1 167
53 75 0 0 1 1 168
55 75 0 1 1 0 168
54 75 0 1 1 0 169
52 75 0 0 1 1 169
51 75 0 0 1 1 170
53 75 0 1 1 0 170
52 75 0 1 1 0 171
50 75 0 0 1 1 171
49 75 0 0 1 1 172
51 75 0 1 1 0 172
50 75 0 1 1 0 173
48 75 0 0 1 1 173
47 75 0 0 1 1 174
49 75 0 1 1 0 174
48 75 0 1 1 0 175
46 75 0 0 1 1 175
45 75 0 0 1 1 176
47 75 0 1 1 0 176
46 75 0 1 1 0 177
44 75 0 0 1 1 177
43 75 0 0 1 1 178
45 75 0 1 1 0 178
44 75 0 1 1 0 179
42 75 0 0 1 1 179
41 75 0 0 1 1 180
43 75 0 1 1 0 180
42 75 0 1 1 0 181
40 75 0 0 1 1 181
39 75 0 0 1 1 182
41 75 0 1 1 0 182
40 75 0 1 1 0 183
38 75 0 0 1 1 183
37 75 0 0 1 1 184
39 75 0 1 1 0 184
38 75 0 1 1 0 185
36 75 0 0 1 1 185
35 75 0 0 1 1 186
37 75 0 1 1 0 186
36 75 0 1 1 0 187
34 75 0 0 1 1 187
33 75 0 0 1 1 188
35 75 0 1 1 0 188
34 75 0 1 1 0 189
32 75 0 0 1 1 189
31 75 0 0 1 1 190
33 75 0 1 1 0 190
32 75 0 1 1 0 191
30 75 0 0 1 1 191
29 75 0 0 1 1 192
31 75 0 1 1 0 192
30 75 0 1 1 0 193
28 75 0 0 1 1 193
27 75 0 0 1 1 194
29 75 0 1 1 0 194
28 75 0 1 1 0 195
26 75 0 0 1 1 195
25 75 0 0 1 1 196
27 75 0 1 1 0 196
26 75 0 1 1 0 197
24 75 0 0 1 1 197
23 75 0 0 1 1 198
25 75 0 1 1 0 198
24 75 0 1 1 0 199
22 75 0 0 1 1 199
21 75 0 0 1 1 200
23 75 0 1 1 0 200
22 75 0 1 1 0 201
20 75 0 0 1 1 201
19 75 0 0 1 1 202
21 75 0 1 1 0 202
20 75 0 1 1 0 203
18 75 0 0 1 1 203
17 75 0 0 1 1 204
19 75 0 1 1 0 204
18 75 0 1 1 0 205
16 75 0 0 1 1 205
15 75 0 0 1 1 206
17 75 0 1 1 0 206
16 75 0 1 1 0 207
14 75 0 0 1 1 207
13 75 0 0 1 1 208
15 75 0 1 1 0 208
14 75 0 1 1 0 209
12 75 0 0 1 1 209
11 75 0 0 1 1 210
13 75 0 1 1 0 210
12 75 0 1 1 0 211
10 75 0 0 1 1 211
9 75 0 0 1 1 212
11 75 0 1 1 0 212
10 75 0 1 1 0 213
8 75 0 0 1 1 213
7 75 0 0 1 1 214
9 75 0 1 1 0 214
8 75 0 1 1 0 215
6 75 0 0 1 1 215
5 75 0 0 1 1 216
7 75 0 1 1 0 216
6 75 0 1 1 0 217
4 75 0 0 1 1 217
3 75 0 0 1 1 218
5 75 0 1 1 0 218
4 75 0 1 1 0 219
2 75 0 0 1 1 219
2 77 1 0 0 1 219
4 77 1 1 0 0 219
5 77 1 1 0 0 218
3 77 1 0 0 1 218
4 77 1 0 0 1 217
6 77 1 1 0 0 217
7 77 1 1 0 0 216
5 77 1 0 0 1 216
6 77 1 0 0 1 215
8 77 1 1 0 0 215
9 77 1 1 0 0 214
7 77 1 0 0 1 214
8 77 1 0 0 1 213
10 77 1 1 0 0 213
11 77 1 1 0 0 212
9 77 1 0 0 1 212
10 77 1 0 0 1 211
12 77 1 1 0 0 211
13 77 1 1 0 0 210
11 77 1 0 0 1 210
12 77 1 0 0 1 209
14 77 1 1 0 0 209
15 77 1 1 0 0 208
13 77 1 0 0 1 208
14 77 1 0 0 1 207
16 77 1 1 0 0 207
17 77 1 1 0 0 206
15 77 1 0 0 1 206
16 77 1 0 0 1 205
18 77 1 1 0 0 205
19 77 1 1 0 0 204
17 77 1 0 0 1 204
18 77 1 0 0 1 203
20 77 1 1 0 0 203
21 77 1 1 0 0 202
19 77 1 0 0 1 202
20 77 1 0 0 1 201
22 77 1 1 0 0 201
23 77 1 1 0 0 200
21 77 1 0 0 1 200
22 77 1 0 0 1 199
24 77 1 1 0 0 199
25 77 1 1 0 0 198
23 77 1 0 0 1 198
24 77 1 0 0 1 197
26 77 1 1 0 0 197
27 77 1 1 0 0 196
25 77 1 0 0 1 196
26 77 1 0 0 1 195
28 77 1 1 0 0 195
29 77 1 1 0 0 194
27 77 1 0 0 1 194
28 77 1 0 0 1 193
30 77 1 1 0 0 193
31 77 1 1 0 0 192
29 77 1 0 0 1 192
30 77 1 0 0 1 191
32 77 1 1 0 0 191
33 77 1 1 0 0 190
31 77 1 0 0 1 190
32 77 1 0 0 1 189
34 77 1 1 0 0 189
35 77 1 1 0 0 188
33 77 1 0 0 1 188
34 77 1 0 0 1 187
36 77 1 1 0 0 187
37 77 1 1 0 0 186
35 77 1 0 0 1 186
36 77 1 0 0 1 185
38 77 1 1 0 0 185
39 77 1 1 0 0 184
37 77 1 0 0 1 184
38 77 1 0 0 1 183
40 77 1 1 0 0 183
41 77 1 1 0 0 182
39 77 1 0 0 1 182
40 77 1 0 0 1 181
42 77 1 1 0 0 181
43 77 1 1 0 0 180
41 77 1 0 0 1 180
42 77 1 0 0 1 179
44 77 1 1 0 0 179
45 77 1 1 0 0 178
43 77 1 0 0 1 178
44 77 1 0 0 1 177
46 77 1 1 0 0 177
47 77 1 1 0 0 176
45 77 1 0 0 1 176
46 77 1 0 0 1 175
48 77 1 1 0 0 175
49 77 1 1 0 0 174
47 77 1 0 0 1 174
48 77 1 0 0 1 173
50 77 1 1 0 0 173
51 77 1 1 0 0 172
49 77 1 0 0 1 172
50 77 1 0 0 1 171
52 77 1 1 0 0 171
53 77 1 1 0 0 170
51 77 1 0 0 1 170
52 77 1 0 0 1 169
54 77 1 1 0 0 169
55 77 1 1 0 0 168
53 77 1 0 0 1 168
54 77 1 0 0 1 167
56 77 1 1 0 0 167
57 77 1 1 0 0 166
55 77 1 0 0 1 166
56 77 1 0 0 1 165
58 77 1 1 0 0 165
59 77 1 1 0 0 164
57 77 1 0 0 1 164
58 77 1 0 0 1 163
60 77 1 1 0 0 163
61 77 1 1 0 0 162
59 77 1 0 0 1 162
60 77 1 0 0 1 161
62 77 1 1 0 0 161
63 77 1 1 0 0 160
61 77 1 0 0 1 160
62 77 1 0 0 1 159
64 77 1 1 0 0 159
65 77 1 1 0 0 158
63 77 1 0 0 1 158
64 77 1 0 0 1 157
66 77 1 1 0 0 157
67 77 1 1 0 0 156
65 77 1 0 0 1 156
66 77 1 0 0 1 155
68 77 1 1 0 0 155
69 77 1 1 0 0 154
67 77 1 0 0 1 154
68 77 1 0 0 1 153
70 77 1 1 0 0 153
71 77 1 1 0 0 152
69 77 1 0 0 1 152
70 77 1 0 0 1 151
72 77 1 1 0 0 151
73 77 1 1 0 0 150
71 77 1 0 0 1 150
72 77 1 0 0 1 149
74 77 1 1 0 0 149
75 77 1 1 0 0 148
73 77 1 0 0 1 148
74 77 1 0 0 1 147
76 77 1 1 0 0 147
77 77 1 1 0 0 146
75 77 1 0 0 1 146
76 77 1 0 0 1 145
78 77 1 1 0 0 145
79 77 1 1 0 0 144
77 77 1 0 0 1 144
77 76 1 0 0 1 145
79 76 1 1 0 0 145
79 75 1 1 0 0 146
77 75 1 0 0 1 146
77 74 1 0 0 1 147
79 74 1 1 0 0 147
79 73 1 1 0 0 148
77 73 1 0 0 1 148
77 72 1 0 0 1 149
79 72 1 1 0 0 149
79 71 1 1 0 0 150
77 71 1 0 0 1 150
77 70 1 0 0 1 151
79 70 1 1 0 0 151
79 69 1 1 0 0 152
77 69 1 0 0 1 152
77 68 1 0 0 1 153
79 68 1 1 0 0 153
79 67 1 1 0 0 154
77 67 1 0 0 1 154
77 66 1 0 0 1 155
79 66 1 1 0 0 155
79 65 1 1 0 0 156
77 65 1 0 0 1 156
77 64 1 0 0 1 157
79 64 1 1 0 0 157
79 63 1 1 0 0 158
77 63 1 0 0 1 158
77 62 1 0 0 1 159
79 62 1 1 0 0 159
79 61 1 1 0 0 160
77 61 1 0 0 1 160
77 60 1 0 0 1 161
79 60 1 1 0 0 161
79 59 1 1 0 0 162
77 59 1 0 0 1 162
77 58 1 0 0 1 163
79 58 1 1 0 0 163
79 57 1 1 0 0 164
77 57 1 0 0 1 164
77 56 1 0 0 1 165
79 56 1 1 0 0 165
79 55 1 1 0 0 166
77 55 1 0 0 1 166
77 54 1 0 0 1 167
79 54 1 1 0 0 167
79 53 1 1 0 0 168
77 53 1 0 0 1 168
77 52 1 0 0 1 169
79 52 1 1 0 0 169
79 51 1 1 0 0 170
77 51 1 0 0 1 170
77 50 1 0 0 1 171
79 50 1 1 0 0 171
79 49 1 1 0 0 172
77 49 1 0 0 1 172
77 48 1 0 0 1 173
79 48 1 1 0 0 173
79 47 1 1 0 0 174
77 47 1 0 0 1 174
77 46 1 0 0 1 175
79 46 1 1 0 0 175
79 45 1 1 0 0 176
77 45 1 0 0 1 176
77 44 1 0 0 1 177
79 44 1 1 0 0 177
79 43 1 1 0 0 178
77 43 1 0 0 1 178
77 42 1 0 0 1 179
79 42 1 1 0 0 179
79 41 1 1 0 0 180
77 41 1 0 0 1 180
77 40 1 0 0 1 181
79 40 1 1 0 0 181
79 39 1 1 0 0 182
77 39 1 0 0 1 182
77 38 1 0 0 1 183
79 38 1 1 0 0 183
79 37 1 1 0 0 184
77 37 1 0 0 1 184
77 36 1 0 0 1 185
79 36 1 1 0 0 185
79 35 1 1 0 0 186
77 35 1 0 0 1 186
77 34 1 0 0 1 187
79 34 1 1 0 0 187
79 33 1 1 0 0 188
77 33 1 0 0 1 188
77 32 1 0 0 1 189
79 32 1 1 0 0 189
79 31 1 1 0 0 190
77 31 1 0 0 1 190
77 30 1 0 0 1 191
79 30 1 1 0 0 191
79 29 1 1 0 0 192
77 29 1 0 0 1 192
77 28 1 0 0 1 193
79 28 1 1 0 0 193
79 27 1 1 0 0 194
77 27 1 0 0 1 194
77 26 1 0 0 1 195
79 26 1 1 0 0 195
79 25 1 1 0 0 196
77 25 1 0 0 1 196
77 24 1 0 0 1 197
79 24 1 1 0 0 197
79 23 1 1 0 0 198
77 23 1 0 0 1 198
77 22 1 0 0 1 199
79 22 1 1 0 0 199
79 21 1 1 0 0 200
77 21 1 0 0 1 200
77 20 1 0 0 1 201
79 20 1 1 0 0 201
79 19 1 1 0 0 202
77 19 1 0 0 1 202
77 18 1 0 0 1 203
79 18 1 1 0 0 203
79 17 1 1 0 0 204
77 17 1 0 0 1 204
77 16 1 0 0 1 205
79 16 1 1 0 0 205
79 15 1 1 0 0 206
77 15 1 0 0 1 206
77 14 1 0 0 1 207
79 14 1 1 0 0 207
79 13 1 1 0 0 208
77 13 1 0 0 1 208
77 12 1 0 0 1 209
79 12 1 1 0 0 209
79 11 1 1 0 0 210
77 11 1 0 0 1 210
77 10 1 0 0 1 211
79 10 1 1 0 0 211
79 9 1 1 0 0 212
77 9 1 0 0 1 212
77 8 1 0 0 1 213
79 8 1 1 0 0 213
79 7 1 1 0 0 214
77 7 1 0 0 1 214
77 6 1 0 0 1 215
79 6 1 1 0 0 215
79 5 1 1 0 0 216
77 5 1 0 0 1 216
77 4 1 0 0 1 217
79 4 1 1 0 0 217
79 3 1 1 0 0 218
77 3 1 0 0 1 218
77 2 1 0 0 1 219
79 2 1 1 0 0 219
79 0 0 1 1 0 219
77 0 0 0 1 1 219
79 1 0 1 1 0 218
77 1 0 0 1 1 218
79 2 0 1 1 0 217
77 2 0 0 1 1 217
79 3 0 1 1 0 216
77 3 0 0 1 1 216
79 4 0 1 1 0 215
77 4 0 0 1 1 215
79 5 0 1 1 0 214
77 5 0 0 1 1 214
79 6 0 1 1 0 213
77 6 0 0 1 1 213
79 7 0 1 1 0 212
77 7 0 0 1 1 212
79 8 0 1 1 0 211
77 8 0 0 1 1 211
79 9 0 1 1 0 210
77 9 0 0 1 1 210
79 10 0 1 1 0 209
77 10 0 0 1 1 209
79 11 0 1 1 0 208
77 11 0 0 1 1 208
79 12 0 1 1 0 207
77 12 0 0 1 1 207
79 13 0 1 1 0 206
77 13 0 0 1 1 206
79 14 0 1 1 0 205
77 14 0 0 1 1 205
79 15 0 1 1 0 204
77 15 0 0 1 1 204
79 16 0 1 1 0 203
77 16 0 0 1 1 203
79 17 0 1 1 0 202
77 17 0 0 1 1 202
79 18 0 1 1 0 201
77 18 0 0 1 1 201
79 19 0 1 1 0 200
77 19 0 0 1 1 200
79 20 0 1 1 0 199
77 20 0 0 1 1 199
79 21 0 1 1 0 198
77 21 0 0 1 1 198
79 22 0 1 1 0 197
77 22 0 0 1 1 197
79 23 0 1 1 0 196
77 23 0 0 1 1 196
79 24 0 1 1 0 195
77 24 0 0 1 1 195
79 25 0 1 1 0 194
77 25 0 0 1 1 194
79 26 0 1 1 0 193
77 26 0 0 1 1 193
79 27 0 1 1 0 192
77 27 0 0 1 1 192
79 28 0 1 1 0 191
